"OTU_ID","X1_S1_8_L001_R1_001","X10_S8_0_L001_R1_001","X11_S9_1_L001_R1_001","X12_S10_2_L001_R1_001","X13_S11_3_L001_R1_001","X14_S12_4_L001_R1_001","X15_S13_5_L001_R1_001","X18_S14_6_L001_R1_001","X19_S15_7_L001_R1_001","X2_S2_17_L001_R1_001","X20_S16_9_L001_R1_001","X21_S17_10_L001_R1_001","X22_S18_11_L001_R1_001","X23_S19_12_L001_R1_001","X24_S20_13_L001_R1_001","X25_S21_14_L001_R1_001","X26_S22_15_L001_R1_001","X29_S23_16_L001_R1_001","X3_S3_26_L001_R1_001","X30_S24_18_L001_R1_001","X31_S25_19_L001_R1_001","X32_S26_20_L001_R1_001","X33_S27_21_L001_R1_001","X34_S28_22_L001_R1_001","X35_S29_23_L001_R1_001","X36_S30_24_L001_R1_001","X37_S31_25_L001_R1_001","X4_S4_36_L001_R1_001","X40_S32_27_L001_R1_001","X41_S33_28_L001_R1_001","X42_S34_29_L001_R1_001","X43_S35_30_L001_R1_001","X44_S36_31_L001_R1_001","X45_S37_32_L001_R1_001","X46_S38_33_L001_R1_001","X47_S39_34_L001_R1_001","X48_S40_35_L001_R1_001","X51_S41_37_L001_R1_001","X52_S42_38_L001_R1_001","X53_S43_39_L001_R1_001","X54_S44_40_L001_R1_001","X55_S45_41_L001_R1_001","X56_S46_42_L001_R1_001","X57_S47_43_L001_R1_001","X58_S48_44_L001_R1_001","X59_S49_45_L001_R1_001","X62_S50_46_L001_R1_001","X63_S51_47_L001_R1_001","X64_S52_48_L001_R1_001","X65_S53_49_L001_R1_001","X66_S54_50_L001_R1_001","X7_S5_52_L001_R1_001","X78_S55_51_L001_R1_001","X8_S6_58_L001_R1_001","X80_S56_53_L001_R1_001","X81_S57_54_L001_R1_001","X84_S58_55_L001_R1_001","X85_S59_56_L001_R1_001","X86_S60_57_L001_R1_001","X9_S7_59_L001_R1_001","Kingdom","Phylum","Class","Order","Family","Genus","Species","Taxon","Taxon.Level","Trophic.Mode","Guild","Growth.Morphology","Trait","Confidence.Ranking","Notes","Citation.Source"
"ASV1963",0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Trichomeriaceae","g__Knufia","s__separata","Knufia","13","Pathotroph-Saprotroph","Animal Pathogen-Plant Pathogen-Soil Saprotroph-Undefined Saprotroph","Microfungus","NULL","Possible","Species isolated from tumour-like stem and branch deformities of Populus tremuloides, bark of Populus, rocks, and clinical samples, with one species causes opportunistic skin infections in humans (Crous et al. 2013)","b'Li DM, et al. 2008. Studies in Mycology 61:131-136 ((https://doi.org/10.3114/sim.2008.61.13)); Crous PW, et al. 2013. Persoonia 31188-296; Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008))((https://doi.org/10.1093/mmy/myv008))'"
"ASV1964",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae","NA","NA","Didymellaceae","9","Pathotroph-Saprotroph","Animal Pathogen-Plant Pathogen-Undefined Saprotroph","Microfungus","NULL","Possible","NULL","b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
"ASV1965",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Alternaria","s__prunicola","Alternaria","13","Pathotroph-Saprotroph-Symbiotroph","Animal Pathogen-Endophyte-Plant Pathogen-Wood Saprotroph","Microfungus","Soft Rot","Possible","NULL","b'Duncan CG, Eslyn WE. 1966. Mycologia 58642-664; Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
"ASV1966",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Fusarium","s__chlamydosporum","Fusarium","13","Pathotroph-Saprotroph-Symbiotroph","Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Soil Saprotroph-Wood Saprotroph","Microfungus","NULL","Possible","Likely opportunistic human pathogen (Irinyi et al. 2015)","b'Duncan CG, Eslyn WE. 1966. Mycologia 58:642-664 ((https://doi.org/10.2307/3757045)); Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008)); Schroers, et al. 2016. Mycologia 108:806-819 ((https://doi.org/10.3852/15-255)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx)); Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))'"
"ASV1959",0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideomycetes_ord_Incertae_sedis","f__Dothideomycetes_fam_Incertae_sedis","g__Catenulomyces","s__convolutus","-","-","-","-","-","-","-","Unassigned","-"
"ASV1960",0,0,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","NA","NA","NA","-","-","-","-","-","-","-","Unassigned","-"
"ASV1961",0,0,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Chaetothyriales_fam_Incertae_sedis","g__Neophaeococcomyces","NA","-","-","-","-","-","-","-","Unassigned","-"
"ASV1962",0,0,0,0,0,0,0,0,0,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Fungi","p__Ascomycota","NA","NA","NA","NA","NA","-","-","-","-","-","-","-","Unassigned","-"
"ASV1970",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Trichomeriaceae","g__Knufia","s__separata","Knufia","13","Pathotroph-Saprotroph","Animal Pathogen-Plant Pathogen-Soil Saprotroph-Undefined Saprotroph","Microfungus","NULL","Possible","Species isolated from tumour-like stem and branch deformities of Populus tremuloides, bark of Populus, rocks, and clinical samples, with one species causes opportunistic skin infections in humans (Crous et al. 2013)","b'Li DM, et al. 2008. Studies in Mycology 61:131-136 ((https://doi.org/10.3114/sim.2008.61.13)); Crous PW, et al. 2013. Persoonia 31188-296; Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008))((https://doi.org/10.1093/mmy/myv008))'"
"ASV1971",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Trichomeriaceae","g__Knufia","s__separata","Knufia","13","Pathotroph-Saprotroph","Animal Pathogen-Plant Pathogen-Soil Saprotroph-Undefined Saprotroph","Microfungus","NULL","Possible","Species isolated from tumour-like stem and branch deformities of Populus tremuloides, bark of Populus, rocks, and clinical samples, with one species causes opportunistic skin infections in humans (Crous et al. 2013)","b'Li DM, et al. 2008. Studies in Mycology 61:131-136 ((https://doi.org/10.3114/sim.2008.61.13)); Crous PW, et al. 2013. Persoonia 31188-296; Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008))((https://doi.org/10.1093/mmy/myv008))'"
"ASV1972",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,"k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Trichomeriaceae","g__Knufia","s__separata","Knufia","13","Pathotroph-Saprotroph","Animal Pathogen-Plant Pathogen-Soil Saprotroph-Undefined Saprotroph","Microfungus","NULL","Possible","Species isolated from tumour-like stem and branch deformities of Populus tremuloides, bark of Populus, rocks, and clinical samples, with one species causes opportunistic skin infections in humans (Crous et al. 2013)","b'Li DM, et al. 2008. Studies in Mycology 61:131-136 ((https://doi.org/10.3114/sim.2008.61.13)); Crous PW, et al. 2013. Persoonia 31188-296; Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008))((https://doi.org/10.1093/mmy/myv008))'"
"ASV1967",0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,14,0,4,0,3,33,0,0,0,29,0,12,0,0,0,0,0,40,0,0,0,0,0,0,0,0,0,28,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,"k__Fungi","p__Chytridiomycota","c__Spizellomycetes","o__Spizellomycetales","f__Spizellomycetales_fam_Incertae_sedis","g__Spizellomycetales_gen_Incertae_sedis","NA","-","-","-","-","-","-","-","Unassigned","-"
"ASV1968",0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Chaetothyriales_fam_Incertae_sedis","g__Neophaeococcomyces","NA","-","-","-","-","-","-","-","Unassigned","-"
"ASV1969",0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideomycetes_ord_Incertae_sedis","f__Dothideomycetes_fam_Incertae_sedis","g__Catenulomyces","s__convolutus","-","-","-","-","-","-","-","Unassigned","-"
"ASV1973",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,0,0,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","NA","NA","NA","-","-","-","-","-","-","-","Unassigned","-"
"ASV1975",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Phaeodothis","s__mori","Phaeodothis","13","Saprotroph","Undefined Saprotroph","NULL","NULL","Probable","NULL","b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
"ASV1977",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Pleosporaceae","g__Alternaria","s__prunicola","Alternaria","13","Pathotroph-Saprotroph-Symbiotroph","Animal Pathogen-Endophyte-Plant Pathogen-Wood Saprotroph","Microfungus","Soft Rot","Possible","NULL","b'Duncan CG, Eslyn WE. 1966. Mycologia 58642-664; Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
"ASV1978",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Saccotheciaceae","g__Aureobasidium","s__pullulans","Aureobasidium","13","Pathotroph-Saprotroph-Symbiotroph","Animal Pathogen-Endophyte-Epiphyte-Plant Pathogen-Undefined Saprotroph","Facultative Yeast","NULL","Possible","NULL","b'Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Wachowska U, G\xc5\x82owacka K. 2014. BioControl 59:635-645 ((https://doi.org/10.1007/s10526-014-9596-5)); Irinyia L, et al. 2016. Fungal Biology 120:125-136 ((https://doi.org/10.1016/j.funbio.2015.04.007)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))'"
"ASV1979",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,"k__Fungi","p__Ascomycota","c__Sordariomycetes","o__Hypocreales","f__Nectriaceae","g__Fusarium","s__equiseti","Fusarium","13","Pathotroph-Saprotroph-Symbiotroph","Animal Pathogen-Endophyte-Lichen Parasite-Plant Pathogen-Soil Saprotroph-Wood Saprotroph","Microfungus","NULL","Possible","Likely opportunistic human pathogen (Irinyi et al. 2015)","b'Duncan CG, Eslyn WE. 1966. Mycologia 58:642-664 ((https://doi.org/10.2307/3757045)); Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany; Costa IPMW, et al. 2012. Mycotaxon 119:e26 ((http://mycotaxon.com/resources/checklists/costa_v119_checklist.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688)); Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008)); Schroers, et al. 2016. Mycologia 108:806-819 ((https://doi.org/10.3852/15-255)); The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx)); Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))'"
"ASV1974",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,24,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Fungi","p__Basidiomycota","c__Cystobasidiomycetes","o__Cystobasidiomycetes_ord_Incertae_sedis","f__Symmetrosporaceae","g__Symmetrosporaceae_gen_Incertae_sedis","NA","-","-","-","-","-","-","-","Unassigned","-"
"ASV1976",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideomycetes_ord_Incertae_sedis","f__Dothideomycetes_fam_Incertae_sedis","g__Catenulomyces","s__convolutus","-","-","-","-","-","-","-","Unassigned","-"
"ASV1982",0,0,0,9,0,30,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,58,0,0,11,0,0,0,0,0,0,0,0,"k__Fungi","p__Chytridiomycota","c__Rhizophlyctidomycetes","o__Rhizophlyctidales","f__Rhizophlyctidaceae","g__Rhizophlyctis","NA","Rhizophlyctis","13","Saprotroph","Undefined Saprotroph","NULL","NULL","Probable","NULL","b'James TY, et al. 2006. Nature 443:818-822 ((https://doi.org/10.1038/nature05110))'"
"ASV1983",0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae","g__Didymella","NA","Didymella","13","Pathotroph-Saprotroph","Animal Pathogen-Plant Pathogen-Undefined Saprotroph","Microfungus","NULL","Probable","NULL","b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
"ASV1980",114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,"k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","NA","NA","NA","-","-","-","-","-","-","-","Unassigned","-"
"ASV1981",0,0,0,180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Montagnulaceae","g__Staurosphaeria","s__aloes","-","-","-","-","-","-","-","Unassigned","-"
"ASV1984",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0,0,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Montagnulaceae","g__Staurosphaeria","s__aloes","-","-","-","-","-","-","-","Unassigned","-"
"ASV1985",8,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,23,19,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Fungi","p__Basidiomycota","c__Agaricomycetes","o__Agaricales","f__Agaricaceae","g__Tulostoma","NA","Tulostoma","13","Saprotroph","Soil Saprotroph","Gasteroid","NULL","Probable","Common name - stalked puffball","b'Grgurinovic CA, Simpson JA. 2001. Fungal Diversity 8:97-127 ((http://www.fungaldiversity.org/fdp/sfdp/FD_8_97-127.pdf)); Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
"ASV1989",0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","NA","NA","Phaeosphaeriaceae","9","Pathotroph-Saprotroph","Fungal Parasite-Plant Pathogen-Plant Saprotroph","Microfungus","NULL","Probable","Necrotrophic or saprobic on a wide range of plants, especially monocotyledons; a few species parasitic on other fungi (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
"ASV1990",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Trichomeriaceae","g__Knufia","s__separata","Knufia","13","Pathotroph-Saprotroph","Animal Pathogen-Plant Pathogen-Soil Saprotroph-Undefined Saprotroph","Microfungus","NULL","Possible","Species isolated from tumour-like stem and branch deformities of Populus tremuloides, bark of Populus, rocks, and clinical samples, with one species causes opportunistic skin infections in humans (Crous et al. 2013)","b'Li DM, et al. 2008. Studies in Mycology 61:131-136 ((https://doi.org/10.3114/sim.2008.61.13)); Crous PW, et al. 2013. Persoonia 31188-296; Irinyi L, et al. 2015. Medical Mycology 53:313-337 ((https://doi.org/10.1093/mmy/myv008))((https://doi.org/10.1093/mmy/myv008))'"
"ASV1986",0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Dothideales","f__Saccotheciaceae","NA","NA","-","-","-","-","-","-","-","Unassigned","-"
"ASV1987",0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Fungi","p__Ascomycota","NA","NA","NA","NA","NA","-","-","-","-","-","-","-","Unassigned","-"
"ASV1991",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Fungi","p__Basidiomycota","c__Tremellomycetes","o__Tremellales","f__Bulleribasidiaceae","g__Vishniacozyma","s__melezitolytica","-","-","-","-","-","-","-","Unassigned","-"
"ASV1993",0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,"k__Fungi","p__Chytridiomycota","c__Spizellomycetes","o__Spizellomycetales","f__Powellomycetaceae","g__Powellomyces","NA","Powellomyces","13","Pathotroph","Plant Pathogen","NULL","NULL","Probable","NULL","b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
"ASV1994",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Didymellaceae","g__Didymella","s__coffeae-arabicae","Didymella","13","Pathotroph-Saprotroph","Animal Pathogen-Plant Pathogen-Undefined Saprotroph","Microfungus","NULL","Probable","NULL","b'Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))'"
"ASV1992",0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Fungi","p__Ascomycota","NA","NA","NA","NA","NA","-","-","-","-","-","-","-","Unassigned","-"
"ASV1995",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Venturiales","f__Sympoventuriaceae","NA","NA","-","-","-","-","-","-","-","Unassigned","-"
"ASV1996",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","NA","NA","NA","-","-","-","-","-","-","-","Unassigned","-"
"ASV1997",177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"k__Fungi","p__Ascomycota","c__Dothideomycetes","o__Pleosporales","f__Phaeosphaeriaceae","g__Hydeomyces","s__desertipleosporoides","Hydeomyces","13","Saprotroph","Wood Saprotroph","NULL","NULL","Probable","NULL","b'P\xc3\xb5lme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))'"
"ASV1999",0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,30,0,0,32,0,0,8,0,0,"k__Fungi","p__Ascomycota","c__Eurotiomycetes","o__Chaetothyriales","f__Herpotrichiellaceae","g__Melanoctona","s__tectonae","Herpotrichiellaceae","9","Pathotroph-Saprotroph","Animal Pathogen-Fungal Parasite-Undefined Saprotroph","Facultative Yeast-Microfungus","NULL","Probable","Mostly saprobic on plants or other fungi, isolated from soil etc., and from medical sources (Cannon & Kirk 2007)","b'Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)'"
